id,cliente_id,vendedor_id,data,status
66,1040,7,2024-01-01,entregue
67,1041,6,2024-01-01,entregue
68,1068,2,2024-01-01,entregue
69,1105,9,2024-01-01,entregue
70,1139,7,2024-01-01,entregue
71,1161,12,2024-01-01,entregue
72,1167,7,2024-01-01,entregue
73,1172,9,2024-01-01,entregue
74,1176,1,2024-01-01,entregue
75,1194,8,2024-01-01,entregue
76,46,1,2024-01-02,entregue
77,46,1,2024-01-02,entregue
78,104,2,2024-01-02,entregue
79,134,4,2024-01-02,entregue
80,226,10,2024-01-02,entregue
81,232,8,2024-01-02,entregue
82,244,11,2024-01-02,entregue
83,270,3,2024-01-02,entregue
84,285,11,2024-01-02,entregue
85,336,11,2024-01-02,entregue
86,347,9,2024-01-02,entregue
87,355,2,2024-01-02,entregue
88,361,10,2024-01-02,entregue
89,361,10,2024-01-02,entregue
90,403,10,2024-01-02,entregue
91,404,3,2024-01-02,entregue
92,418,7,2024-01-02,entregue
93,436,1,2024-01-02,entregue
94,454,2,2024-01-02,entregue
95,492,6,2024-01-02,entregue
96,540,11,2024-01-02,entregue
97,548,4,2024-01-02,entregue
98,569,1,2024-01-02,entregue
99,574,2,2024-01-02,entregue
100,582,2,2024-01-02,entregue
101,637,9,2024-01-02,entregue
102,652,5,2024-01-02,entregue
103,653,11,2024-01-02,entregue
104,662,9,2024-01-02,entregue
105,666,10,2024-01-02,entregue
106,705,2,2024-01-02,entregue
107,736,12,2024-01-02,entregue
108,823,10,2024-01-02,entregue
109,828,4,2024-01-02,entregue
110,836,3,2024-01-02,entregue
111,839,4,2024-01-02,entregue
112,843,6,2024-01-02,entregue
113,845,5,2024-01-02,entregue
114,848,11,2024-01-02,entregue
115,905,10,2024-01-02,entregue
116,912,1,2024-01-02,entregue
117,914,3,2024-01-02,entregue
118,927,11,2024-01-02,entregue
119,946,1,2024-01-02,entregue
120,952,2,2024-01-02,entregue
121,960,4,2024-01-02,entregue
122,999,7,2024-01-02,entregue
123,1014,4,2024-01-02,entregue
124,1031,11,2024-01-02,entregue
125,1043,4,2024-01-02,entregue
126,1048,7,2024-01-02,entregue
127,1051,11,2024-01-02,entregue
128,1126,7,2024-01-02,entregue
129,1153,2,2024-01-02,entregue
130,1155,11,2024-01-02,entregue
131,1158,11,2024-01-02,entregue
132,1160,8,2024-01-02,entregue
133,1167,7,2024-01-02,cancelado
134,1193,5,2024-01-02,entregue
135,8,7,2024-01-03,entregue
136,14,7,2024-01-03,entregue
137,22,11,2024-01-03,entregue
138,24,4,2024-01-03,entregue
139,32,5,2024-01-03,entregue
140,74,4,2024-01-03,entregue
141,79,11,2024-01-03,entregue
142,116,7,2024-01-03,entregue
143,123,11,2024-01-03,entregue
144,135,8,2024-01-03,cancelado
145,147,6,2024-01-03,entregue
146,184,10,2024-01-03,entregue
147,186,4,2024-01-03,entregue
148,201,4,2024-01-03,entregue
149,206,6,2024-01-03,entregue
150,208,10,2024-01-03,entregue
151,218,10,2024-01-03,entregue
152,218,10,2024-01-03,entregue
153,236,6,2024-01-03,entregue
154,247,10,2024-01-03,entregue
155,254,3,2024-01-03,entregue
156,256,12,2024-01-03,entregue
157,257,5,2024-01-03,entregue
158,258,7,2024-01-03,entregue
159,262,1,2024-01-03,entregue
160,273,9,2024-01-03,entregue
161,309,3,2024-01-03,entregue
162,317,4,2024-01-03,entregue
163,318,10,2024-01-03,entregue
164,344,2,2024-01-03,entregue
165,344,2,2024-01-03,entregue
166,351,10,2024-01-03,entregue
167,362,11,2024-01-03,entregue
168,379,11,2024-01-03,entregue
169,379,11,2024-01-03,cancelado
170,380,4,2024-01-03,entregue
171,389,9,2024-01-03,entregue
172,398,11,2024-01-03,entregue
173,410,10,2024-01-03,entregue
174,410,10,2024-01-03,entregue
175,425,5,2024-01-03,entregue
176,430,12,2024-01-03,entregue
177,430,12,2024-01-03,entregue
178,431,4,2024-01-03,entregue
179,442,10,2024-01-03,entregue
180,452,10,2024-01-03,entregue
181,485,11,2024-01-03,entregue
182,489,6,2024-01-03,entregue
183,489,6,2024-01-03,entregue
184,530,3,2024-01-03,entregue
185,530,3,2024-01-03,entregue
186,532,12,2024-01-03,entregue
187,533,12,2024-01-03,entregue
188,563,7,2024-01-03,entregue
189,584,7,2024-01-03,entregue
190,594,5,2024-01-03,entregue
191,608,8,2024-01-03,entregue
192,611,3,2024-01-03,entregue
193,726,6,2024-01-03,entregue
194,728,6,2024-01-03,entregue
195,736,12,2024-01-03,entregue
196,769,2,2024-01-03,entregue
197,769,2,2024-01-03,entregue
198,828,4,2024-01-03,entregue
199,911,4,2024-01-03,entregue
200,940,11,2024-01-03,entregue
201,952,2,2024-01-03,entregue
202,987,2,2024-01-03,entregue
203,1036,9,2024-01-03,entregue
204,1036,9,2024-01-03,cancelado
205,1048,7,2024-01-03,entregue
206,1050,9,2024-01-03,entregue
207,1051,11,2024-01-03,entregue
208,1060,1,2024-01-03,entregue
209,1070,7,2024-01-03,entregue
210,1071,7,2024-01-03,entregue
211,1080,12,2024-01-03,entregue
212,1097,1,2024-01-03,entregue
213,1124,10,2024-01-03,entregue
214,1138,7,2024-01-03,entregue
215,1139,7,2024-01-03,entregue
216,1167,7,2024-01-03,entregue
217,1184,2,2024-01-03,entregue
218,10,5,2024-01-04,cancelado
219,13,6,2024-01-04,entregue
220,17,6,2024-01-04,entregue
221,42,12,2024-01-04,entregue
222,49,8,2024-01-04,entregue
223,54,12,2024-01-04,entregue
224,70,5,2024-01-04,entregue
225,97,1,2024-01-04,entregue
226,103,1,2024-01-04,entregue
227,132,7,2024-01-04,entregue
228,132,7,2024-01-04,entregue
229,156,1,2024-01-04,entregue
230,171,9,2024-01-04,entregue
231,193,11,2024-01-04,entregue
232,195,9,2024-01-04,entregue
233,209,11,2024-01-04,entregue
234,223,4,2024-01-04,entregue
235,229,8,2024-01-04,entregue
236,260,2,2024-01-04,entregue
237,344,2,2024-01-04,entregue
238,346,12,2024-01-04,entregue
239,363,3,2024-01-04,entregue
240,390,11,2024-01-04,entregue
241,445,8,2024-01-04,entregue
242,453,3,2024-01-04,entregue
243,474,9,2024-01-04,entregue
244,529,3,2024-01-04,entregue
245,542,6,2024-01-04,entregue
246,565,4,2024-01-04,entregue
247,574,2,2024-01-04,entregue
248,619,1,2024-01-04,entregue
249,664,1,2024-01-04,entregue
250,666,10,2024-01-04,entregue
251,690,5,2024-01-04,entregue
252,696,5,2024-01-04,entregue
253,711,4,2024-01-04,entregue
254,720,4,2024-01-04,entregue
255,721,12,2024-01-04,entregue
256,745,5,2024-01-04,entregue
257,761,5,2024-01-04,entregue
258,772,2,2024-01-04,entregue
259,783,2,2024-01-04,entregue
260,821,8,2024-01-04,entregue
261,825,7,2024-01-04,entregue
262,831,6,2024-01-04,entregue
263,851,10,2024-01-04,entregue
264,852,12,2024-01-04,entregue
265,889,12,2024-01-04,entregue
266,893,5,2024-01-04,entregue
267,958,10,2024-01-04,entregue
268,960,4,2024-01-04,entregue
269,965,4,2024-01-04,entregue
270,975,6,2024-01-04,entregue
271,984,2,2024-01-04,entregue
272,999,7,2024-01-04,entregue
273,1002,5,2024-01-04,entregue
274,1012,1,2024-01-04,entregue
275,1023,3,2024-01-04,entregue
276,1044,3,2024-01-04,entregue
277,1050,9,2024-01-04,entregue
278,1080,12,2024-01-04,entregue
279,1118,5,2024-01-04,entregue
280,1122,9,2024-01-04,entregue
281,1131,11,2024-01-04,entregue
282,1163,1,2024-01-04,entregue
283,33,8,2024-01-05,entregue
284,49,8,2024-01-05,entregue
285,84,12,2024-01-05,entregue
286,117,11,2024-01-05,entregue
287,118,7,2024-01-05,entregue
288,153,7,2024-01-05,entregue
289,162,11,2024-01-05,entregue
290,201,4,2024-01-05,entregue
291,202,2,2024-01-05,entregue
292,210,6,2024-01-05,entregue
293,247,10,2024-01-05,entregue
294,263,12,2024-01-05,entregue
295,283,10,2024-01-05,entregue
296,386,10,2024-01-05,entregue
297,403,10,2024-01-05,entregue
298,418,7,2024-01-05,entregue
299,428,12,2024-01-05,entregue
300,468,4,2024-01-05,entregue
301,481,3,2024-01-05,entregue
302,481,3,2024-01-05,entregue
303,481,3,2024-01-05,entregue
304,497,7,2024-01-05,entregue
305,532,12,2024-01-05,entregue
306,541,4,2024-01-05,entregue
307,541,4,2024-01-05,entregue
308,560,6,2024-01-05,entregue
309,562,10,2024-01-05,entregue
310,574,2,2024-01-05,entregue
311,574,2,2024-01-05,entregue
312,598,9,2024-01-05,entregue
313,677,6,2024-01-05,entregue
314,677,6,2024-01-05,entregue
315,684,6,2024-01-05,entregue
316,689,8,2024-01-05,entregue
317,701,1,2024-01-05,entregue
318,728,6,2024-01-05,entregue
319,746,7,2024-01-05,entregue
320,751,5,2024-01-05,entregue
321,765,11,2024-01-05,entregue
322,783,2,2024-01-05,entregue
323,801,3,2024-01-05,entregue
324,805,7,2024-01-05,entregue
325,831,6,2024-01-05,entregue
326,837,11,2024-01-05,entregue
327,860,12,2024-01-05,entregue
328,887,2,2024-01-05,entregue
329,897,9,2024-01-05,entregue
330,911,4,2024-01-05,entregue
331,919,5,2024-01-05,entregue
332,941,8,2024-01-05,entregue
333,950,8,2024-01-05,entregue
334,950,8,2024-01-05,entregue
335,972,10,2024-01-05,entregue
336,999,7,2024-01-05,entregue
337,1013,9,2024-01-05,entregue
338,1014,4,2024-01-05,entregue
339,1030,2,2024-01-05,entregue
340,1034,11,2024-01-05,entregue
341,1042,4,2024-01-05,entregue
342,1045,5,2024-01-05,entregue
343,1064,1,2024-01-05,entregue
344,1077,7,2024-01-05,entregue
345,1080,12,2024-01-05,entregue
346,1093,10,2024-01-05,entregue
347,1162,5,2024-01-05,entregue
348,1177,12,2024-01-05,entregue
349,1182,6,2024-01-05,entregue
350,1188,3,2024-01-05,entregue
351,36,7,2024-01-06,entregue
352,51,6,2024-01-06,entregue
353,101,12,2024-01-06,entregue
354,107,3,2024-01-06,entregue
355,149,6,2024-01-06,entregue
356,156,1,2024-01-06,entregue
357,162,11,2024-01-06,entregue
358,164,10,2024-01-06,entregue
359,164,10,2024-01-06,entregue
360,164,10,2024-01-06,entregue
361,172,12,2024-01-06,entregue
362,180,10,2024-01-06,entregue
363,185,11,2024-01-06,entregue
364,186,4,2024-01-06,entregue
365,201,4,2024-01-06,entregue
366,231,12,2024-01-06,entregue
367,232,8,2024-01-06,entregue
368,241,5,2024-01-06,entregue
369,318,10,2024-01-06,entregue
370,326,5,2024-01-06,entregue
371,402,1,2024-01-06,entregue
372,423,11,2024-01-06,entregue
373,426,7,2024-01-06,entregue
374,427,2,2024-01-06,entregue
375,430,12,2024-01-06,entregue
376,436,1,2024-01-06,entregue
377,481,3,2024-01-06,entregue
378,483,10,2024-01-06,entregue
379,491,12,2024-01-06,entregue
380,500,6,2024-01-06,entregue
381,532,12,2024-01-06,entregue
382,533,12,2024-01-06,entregue
383,550,7,2024-01-06,entregue
384,563,7,2024-01-06,entregue
385,582,2,2024-01-06,entregue
386,604,11,2024-01-06,entregue
387,621,12,2024-01-06,entregue
388,648,12,2024-01-06,entregue
389,685,5,2024-01-06,entregue
390,702,7,2024-01-06,entregue
391,705,2,2024-01-06,entregue
392,756,3,2024-01-06,entregue
393,783,2,2024-01-06,cancelado
394,800,1,2024-01-06,entregue
395,809,10,2024-01-06,entregue
396,827,2,2024-01-06,entregue
397,837,11,2024-01-06,entregue
398,839,4,2024-01-06,entregue
399,840,6,2024-01-06,entregue
400,845,5,2024-01-06,entregue
401,880,2,2024-01-06,entregue
402,897,9,2024-01-06,entregue
403,905,10,2024-01-06,entregue
404,914,3,2024-01-06,entregue
405,927,11,2024-01-06,entregue
406,943,10,2024-01-06,entregue
407,975,6,2024-01-06,entregue
408,979,7,2024-01-06,entregue
409,990,12,2024-01-06,entregue
410,996,12,2024-01-06,entregue
411,999,7,2024-01-06,entregue
412,1016,1,2024-01-06,entregue
413,1028,6,2024-01-06,entregue
414,1031,11,2024-01-06,entregue
415,1043,4,2024-01-06,entregue
416,1068,2,2024-01-06,entregue
417,1106,12,2024-01-06,entregue
418,1117,1,2024-01-06,entregue
419,1122,9,2024-01-06,entregue
420,1133,1,2024-01-06,entregue
421,1138,7,2024-01-06,entregue
422,1159,2,2024-01-06,entregue
423,1175,4,2024-01-06,entregue
424,1190,3,2024-01-06,entregue
425,1194,8,2024-01-06,cancelado
426,9,11,2024-01-08,entregue
427,11,2,2024-01-08,entregue
428,41,2,2024-01-08,entregue
429,43,5,2024-01-08,entregue
430,47,8,2024-01-08,entregue
431,49,8,2024-01-08,entregue
432,53,7,2024-01-08,entregue
433,57,9,2024-01-08,entregue
434,74,4,2024-01-08,entregue
435,77,12,2024-01-08,entregue
436,87,7,2024-01-08,entregue
437,96,5,2024-01-08,entregue
438,100,6,2024-01-08,entregue
439,106,12,2024-01-08,entregue
440,108,7,2024-01-08,entregue
441,111,3,2024-01-08,entregue
442,113,2,2024-01-08,entregue
443,129,12,2024-01-08,entregue
444,148,12,2024-01-08,entregue
445,151,6,2024-01-08,entregue
446,153,7,2024-01-08,entregue
447,157,12,2024-01-08,entregue
448,162,11,2024-01-08,entregue
449,187,2,2024-01-08,entregue
450,187,2,2024-01-08,entregue
451,193,11,2024-01-08,entregue
452,205,1,2024-01-08,entregue
453,211,11,2024-01-08,entregue
454,214,2,2024-01-08,entregue
455,239,6,2024-01-08,entregue
456,239,6,2024-01-08,entregue
457,239,6,2024-01-08,entregue
458,243,7,2024-01-08,entregue
459,255,8,2024-01-08,entregue
460,260,2,2024-01-08,entregue
461,272,2,2024-01-08,entregue
462,286,3,2024-01-08,entregue
463,301,6,2024-01-08,entregue
464,332,8,2024-01-08,entregue
465,361,10,2024-01-08,entregue
466,365,9,2024-01-08,entregue
467,390,11,2024-01-08,entregue
468,410,10,2024-01-08,entregue
469,422,3,2024-01-08,entregue
470,424,11,2024-01-08,entregue
471,451,2,2024-01-08,entregue
472,453,3,2024-01-08,entregue
473,473,2,2024-01-08,entregue
474,474,9,2024-01-08,entregue
475,484,3,2024-01-08,entregue
476,487,10,2024-01-08,entregue
477,490,8,2024-01-08,entregue
478,523,6,2024-01-08,entregue
479,540,11,2024-01-08,entregue
480,549,7,2024-01-08,entregue
481,575,8,2024-01-08,entregue
482,587,9,2024-01-08,entregue
483,600,6,2024-01-08,entregue
484,607,6,2024-01-08,entregue
485,619,1,2024-01-08,entregue
486,624,12,2024-01-08,entregue
487,649,9,2024-01-08,entregue
488,660,2,2024-01-08,entregue
489,664,1,2024-01-08,entregue
490,677,6,2024-01-08,entregue
491,686,7,2024-01-08,entregue
492,691,8,2024-01-08,entregue
493,692,2,2024-01-08,entregue
494,692,2,2024-01-08,entregue
495,704,6,2024-01-08,entregue
496,719,2,2024-01-08,entregue
497,767,1,2024-01-08,entregue
498,783,2,2024-01-08,entregue
499,810,11,2024-01-08,entregue
500,828,4,2024-01-08,entregue
501,837,11,2024-01-08,entregue
502,840,6,2024-01-08,entregue
503,851,10,2024-01-08,entregue
504,867,1,2024-01-08,entregue
505,881,12,2024-01-08,cancelado
506,911,4,2024-01-08,entregue
507,921,7,2024-01-08,entregue
508,927,11,2024-01-08,entregue
509,929,1,2024-01-08,entregue
510,943,10,2024-01-08,entregue
511,956,2,2024-01-08,entregue
512,969,1,2024-01-08,entregue
513,1003,11,2024-01-08,entregue
514,1021,1,2024-01-08,entregue
515,1022,11,2024-01-08,entregue
516,1027,6,2024-01-08,entregue
517,1044,3,2024-01-08,entregue
518,1050,9,2024-01-08,entregue
519,1071,7,2024-01-08,entregue
520,1071,7,2024-01-08,entregue
521,1088,7,2024-01-08,entregue
522,1109,6,2024-01-08,entregue
523,1113,3,2024-01-08,entregue
524,1119,7,2024-01-08,entregue
525,1137,11,2024-01-08,entregue
526,1137,11,2024-01-08,entregue
527,1137,11,2024-01-08,entregue
528,1138,7,2024-01-08,entregue
529,1139,7,2024-01-08,entregue
530,1144,7,2024-01-08,entregue
531,1152,3,2024-01-08,entregue
532,1167,7,2024-01-08,entregue
533,1188,3,2024-01-08,entregue
534,11,2,2024-01-09,entregue
535,31,9,2024-01-09,entregue
536,48,11,2024-01-09,entregue
537,53,7,2024-01-09,entregue
538,71,6,2024-01-09,entregue
539,72,1,2024-01-09,entregue
540,77,12,2024-01-09,entregue
541,79,11,2024-01-09,entregue
542,128,6,2024-01-09,entregue
543,148,12,2024-01-09,entregue
544,165,6,2024-01-09,entregue
545,169,5,2024-01-09,entregue
546,173,5,2024-01-09,entregue
547,181,2,2024-01-09,entregue
548,184,10,2024-01-09,entregue
549,185,11,2024-01-09,entregue
550,260,2,2024-01-09,entregue
551,299,2,2024-01-09,entregue
552,351,10,2024-01-09,entregue
553,355,2,2024-01-09,entregue
554,404,3,2024-01-09,entregue
555,410,10,2024-01-09,entregue
556,418,7,2024-01-09,entregue
557,425,5,2024-01-09,entregue
558,426,7,2024-01-09,entregue
559,440,11,2024-01-09,entregue
560,445,8,2024-01-09,entregue
561,472,8,2024-01-09,entregue
562,521,3,2024-01-09,entregue
563,522,11,2024-01-09,entregue
564,529,3,2024-01-09,entregue
565,552,8,2024-01-09,entregue
566,591,6,2024-01-09,entregue
567,604,11,2024-01-09,entregue
568,637,9,2024-01-09,entregue
569,666,10,2024-01-09,entregue
570,706,10,2024-01-09,entregue
571,707,12,2024-01-09,entregue
572,735,6,2024-01-09,entregue
573,736,12,2024-01-09,entregue
574,740,7,2024-01-09,entregue
575,768,6,2024-01-09,entregue
576,778,12,2024-01-09,entregue
577,826,11,2024-01-09,cancelado
578,827,2,2024-01-09,entregue
579,844,2,2024-01-09,entregue
580,895,11,2024-01-09,entregue
581,933,6,2024-01-09,entregue
582,938,7,2024-01-09,entregue
583,952,2,2024-01-09,cancelado
584,993,5,2024-01-09,entregue
585,997,3,2024-01-09,entregue
586,1008,5,2024-01-09,entregue
587,1022,11,2024-01-09,entregue
588,1025,6,2024-01-09,entregue
589,1046,2,2024-01-09,entregue
590,1138,7,2024-01-09,entregue
591,1138,7,2024-01-09,cancelado
592,1139,7,2024-01-09,entregue
593,1170,6,2024-01-09,entregue
594,14,7,2024-01-10,entregue
595,25,11,2024-01-10,entregue
596,32,5,2024-01-10,entregue
597,45,12,2024-01-10,entregue
598,48,11,2024-01-10,entregue
599,54,12,2024-01-10,entregue
600,61,12,2024-01-10,entregue
601,95,5,2024-01-10,entregue
602,101,12,2024-01-10,entregue
603,120,3,2024-01-10,entregue
604,230,11,2024-01-10,entregue
605,233,11,2024-01-10,entregue
606,233,11,2024-01-10,entregue
607,236,6,2024-01-10,entregue
608,236,6,2024-01-10,entregue
609,253,5,2024-01-10,entregue
610,260,2,2024-01-10,entregue
611,318,10,2024-01-10,entregue
612,351,10,2024-01-10,entregue
613,362,11,2024-01-10,entregue
614,368,10,2024-01-10,entregue
615,375,6,2024-01-10,entregue
616,381,10,2024-01-10,entregue
617,387,4,2024-01-10,entregue
618,388,8,2024-01-10,entregue
619,402,1,2024-01-10,entregue
620,403,10,2024-01-10,entregue
621,418,7,2024-01-10,entregue
622,422,3,2024-01-10,entregue
623,425,5,2024-01-10,entregue
624,435,2,2024-01-10,entregue
625,463,3,2024-01-10,entregue
626,475,9,2024-01-10,entregue
627,481,3,2024-01-10,entregue
628,485,11,2024-01-10,entregue
629,492,6,2024-01-10,entregue
630,500,6,2024-01-10,entregue
631,504,2,2024-01-10,entregue
632,529,3,2024-01-10,entregue
633,575,8,2024-01-10,entregue
634,649,9,2024-01-10,entregue
635,651,11,2024-01-10,entregue
636,661,1,2024-01-10,entregue
637,662,9,2024-01-10,cancelado
638,676,11,2024-01-10,entregue
639,688,1,2024-01-10,entregue
640,690,5,2024-01-10,entregue
641,699,7,2024-01-10,entregue
642,726,6,2024-01-10,entregue
643,748,2,2024-01-10,entregue
644,748,2,2024-01-10,entregue
645,752,3,2024-01-10,entregue
646,762,11,2024-01-10,entregue
647,783,2,2024-01-10,entregue
648,783,2,2024-01-10,entregue
649,786,12,2024-01-10,entregue
650,795,5,2024-01-10,entregue
651,848,11,2024-01-10,entregue
652,854,2,2024-01-10,entregue
653,875,4,2024-01-10,entregue
654,907,2,2024-01-10,entregue
655,943,10,2024-01-10,entregue
656,972,10,2024-01-10,entregue
657,1012,1,2024-01-10,entregue
658,1046,2,2024-01-10,entregue
659,1050,9,2024-01-10,entregue
660,1060,1,2024-01-10,entregue
661,1060,1,2024-01-10,entregue
662,1089,1,2024-01-10,entregue
663,1092,3,2024-01-10,entregue
664,1097,1,2024-01-10,entregue
665,1102,9,2024-01-10,entregue
666,1112,2,2024-01-10,entregue
667,1149,5,2024-01-10,entregue
668,1167,7,2024-01-10,entregue
669,1186,11,2024-01-10,entregue
670,42,12,2024-01-11,entregue
671,47,8,2024-01-11,entregue
672,49,8,2024-01-11,entregue
673,53,7,2024-01-11,cancelado
674,54,12,2024-01-11,entregue
675,67,7,2024-01-11,entregue
676,67,7,2024-01-11,entregue
677,72,1,2024-01-11,cancelado
678,95,5,2024-01-11,entregue
679,147,6,2024-01-11,entregue
680,153,7,2024-01-11,entregue
681,153,7,2024-01-11,entregue
682,157,12,2024-01-11,entregue
683,160,6,2024-01-11,entregue
684,186,4,2024-01-11,entregue
685,201,4,2024-01-11,entregue
686,211,11,2024-01-11,entregue
687,241,5,2024-01-11,entregue
688,260,2,2024-01-11,entregue
689,268,2,2024-01-11,entregue
690,273,9,2024-01-11,entregue
691,318,10,2024-01-11,entregue
692,320,11,2024-01-11,entregue
693,342,8,2024-01-11,entregue
694,362,11,2024-01-11,entregue
695,369,12,2024-01-11,entregue
696,375,6,2024-01-11,entregue
697,421,8,2024-01-11,entregue
698,440,11,2024-01-11,entregue
699,466,4,2024-01-11,entregue
700,487,10,2024-01-11,entregue
701,512,7,2024-01-11,entregue
702,522,11,2024-01-11,entregue
703,531,7,2024-01-11,entregue
704,533,12,2024-01-11,entregue
705,549,7,2024-01-11,entregue
706,550,7,2024-01-11,entregue
707,577,6,2024-01-11,entregue
708,593,6,2024-01-11,entregue
709,598,9,2024-01-11,entregue
710,604,11,2024-01-11,entregue
711,619,1,2024-01-11,entregue
712,640,7,2024-01-11,entregue
713,669,11,2024-01-11,entregue
714,751,5,2024-01-11,entregue
715,767,1,2024-01-11,entregue
716,792,1,2024-01-11,entregue
717,807,4,2024-01-11,entregue
718,827,2,2024-01-11,entregue
719,828,4,2024-01-11,entregue
720,860,12,2024-01-11,entregue
721,876,7,2024-01-11,entregue
722,885,12,2024-01-11,entregue
723,902,8,2024-01-11,entregue
724,906,11,2024-01-11,entregue
725,913,5,2024-01-11,entregue
726,939,9,2024-01-11,entregue
727,1050,9,2024-01-11,entregue
728,1064,1,2024-01-11,entregue
729,1068,2,2024-01-11,entregue
730,1080,12,2024-01-11,entregue
731,1080,12,2024-01-11,entregue
732,1083,6,2024-01-11,entregue
733,1083,6,2024-01-11,entregue
734,1099,8,2024-01-11,entregue
735,1110,10,2024-01-11,entregue
736,1120,7,2024-01-11,entregue
737,1133,1,2024-01-11,entregue
738,1149,5,2024-01-11,entregue
739,1193,5,2024-01-11,entregue
740,14,7,2024-01-12,entregue
741,25,11,2024-01-12,entregue
742,32,5,2024-01-12,entregue
743,41,2,2024-01-12,entregue
744,77,12,2024-01-12,entregue
745,82,12,2024-01-12,entregue
746,94,5,2024-01-12,entregue
747,103,1,2024-01-12,cancelado
748,160,6,2024-01-12,entregue
749,177,9,2024-01-12,entregue
750,186,4,2024-01-12,entregue
751,194,10,2024-01-12,entregue
752,223,4,2024-01-12,entregue
753,328,11,2024-01-12,entregue
754,336,11,2024-01-12,entregue
755,356,3,2024-01-12,entregue
756,387,4,2024-01-12,entregue
757,410,10,2024-01-12,entregue
758,411,3,2024-01-12,entregue
759,418,7,2024-01-12,entregue
760,424,11,2024-01-12,entregue
761,426,7,2024-01-12,entregue
762,445,8,2024-01-12,entregue
763,471,8,2024-01-12,entregue
764,492,6,2024-01-12,entregue
765,526,12,2024-01-12,entregue
766,534,7,2024-01-12,entregue
767,563,7,2024-01-12,entregue
768,574,2,2024-01-12,entregue
769,596,1,2024-01-12,entregue
770,607,6,2024-01-12,entregue
771,640,7,2024-01-12,entregue
772,692,2,2024-01-12,entregue
773,724,11,2024-01-12,entregue
774,737,6,2024-01-12,entregue
775,755,9,2024-01-12,entregue
776,766,4,2024-01-12,entregue
777,802,10,2024-01-12,entregue
778,814,11,2024-01-12,entregue
779,827,2,2024-01-12,entregue
780,866,11,2024-01-12,entregue
781,895,11,2024-01-12,entregue
782,895,11,2024-01-12,entregue
783,895,11,2024-01-12,entregue
784,933,6,2024-01-12,entregue
785,941,8,2024-01-12,entregue
786,944,11,2024-01-12,entregue
787,944,11,2024-01-12,entregue
788,960,4,2024-01-12,entregue
789,994,1,2024-01-12,entregue
790,1014,4,2024-01-12,entregue
791,1021,1,2024-01-12,entregue
792,1027,6,2024-01-12,entregue
793,1027,6,2024-01-12,entregue
794,1040,7,2024-01-12,entregue
795,1046,2,2024-01-12,entregue
796,1051,11,2024-01-12,entregue
797,1073,10,2024-01-12,entregue
798,1076,3,2024-01-12,entregue
799,1114,7,2024-01-12,entregue
800,1120,7,2024-01-12,entregue
801,1139,7,2024-01-12,entregue
802,1141,6,2024-01-12,entregue
803,1170,6,2024-01-12,entregue
804,1177,12,2024-01-12,entregue
805,14,7,2024-01-13,entregue
806,31,9,2024-01-13,entregue
807,52,1,2024-01-13,entregue
808,62,11,2024-01-13,entregue
809,71,6,2024-01-13,entregue
810,77,12,2024-01-13,entregue
811,93,6,2024-01-13,entregue
